排名,标题,评论数量,推荐率,出版社,作者,出版时间,价格,标题链接,
355,我的大喊大叫的一天,195817,99.90%,新世纪出版社,瑞贝卡·帕特 著，孙昱 译,2015/8/1,¥36.00,http://product.dangdang.com/23767677.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '情绪管理']"
356,平安小猪 现货包邮（J.K.罗琳新书王者归来，哈利波特后，全新长篇...,41587,100%,新星出版社,（英）J.K.罗琳 著，（英）吉姆·菲尔德 绘，爱心树童书 出品,2021/12/1,¥49.00,http://product.dangdang.com/29336862.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '幻想小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学']"
357,海豚绘本花园：会飞的挖土机（平）,164248,100%,长江少年儿童出版社,[英]伊恩?威柏,2016/12/1,¥22.00,http://product.dangdang.com/24105846.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '平装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '品格培养']"
358,米小圈脑筋急转弯（第二辑）(套装共4册）,124127,100%,四川少年儿童出版社,北猫,2020/6/1,¥62.70,http://product.dangdang.com/28552328.html,"['所属分类：', '图书', '>', '童书', '>', '益智游戏', '>', '脑筋急转弯', '图书', '>', '童书', '>', '3-6岁', '>', '益智游戏', '图书', '>', '童书', '>', '开学必备']"
359,戴老师魔性诗词课,74981,100%,北京联合出版有限公司,戴建业,2020/5/1,¥48.00,http://product.dangdang.com/28538781.html,"['所属分类：', '图书', '>', '文学', '>', '中国古诗词']"
360,局外人·鼠疫（诺奖得主加缪两大代表作《局外人》《鼠疫》。翻译...,128210,99.90%,时代文艺出版社,﹝法﹞阿尔贝·加缪（著），李玉民（译）,2018/1/1,¥28.10,http://product.dangdang.com/25203037.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说', '图书', '>', '小说', '>', '中国当代小说']"
361,如何阅读一本书,263316,99.80%,商务印书馆,[美]莫提默·J.艾德勒 查尔斯·范多伦 著  郝明义 朱衣  译,2004/1/1,¥34.80,http://product.dangdang.com/29226385.html,"['所属分类：', '图书', '>', '社会科学', '>', '语言文字', '>', '其他']"
362,狐狸侦探系列（3册）,17203,100%,接力出版社,[德]弗朗齐斯卡·比尔曼  程玮 译,2021/8/3,¥57.70,http://product.dangdang.com/29262673.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '侦探/冒险小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学']"
363,神奇糖果：小学生成长第一课经典桥梁书（全3册，日本教育部指定小...,6107,100%,海豚出版社,草野昭子（日）著,2021/10/29,¥58.80,http://product.dangdang.com/29321627.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学']"
364,可以不睡觉，一直玩吗（送给全天下的不睡觉世界冠军们）,29086,100%,新世界出版社,小杨叔叔,2021/4/1,¥37.20,http://product.dangdang.com/29219803.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '中国原创', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']"
365,秘密（经典身心灵励志读物，为人生带来喜悦转变的能量之书，“吸...,205782,99.70%,湖南文艺出版社,"朗达·拜恩（Rhonda Byrne） ,博集天卷 出品",2018/5/1,¥54.80,http://product.dangdang.com/25257727.html,"['所属分类：', '图书', '>', '成功/励志', '>', '心灵与修养', '>', '心灵/感悟']"
366,DK机械运转的秘密（入围第13届文津图书，获全国优秀科普作品奖，...,90558,99.90%,电子工业出版社,大卫.麦考利,2017/4/1,¥135.20,http://product.dangdang.com/24214670.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '百科', '图书', '>', '童书', '>', '7-10岁', '>', '科普/百科', '图书', '>', '童书', '>', '科学认知']"
367,牙婆婆 （儿童医师张思莱倾情推荐。愉快教导孩子保护牙齿的妈妈书...,112346,100%,北京联合出版公司,苅田澄子 著 冈部理香 绘,2016/12/1,¥32.00,http://product.dangdang.com/24220938.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '健康教育']"
368,鼠小弟爱数学,56833,100%,江苏凤凰少年儿童出版社,[美]埃莉诺·梅等 著 [美]德博拉·梅尔蒙 绘， 爱心树童书 出品,2019/9/30,¥92.40,http://product.dangdang.com/27914040.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '平装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']"
369,【2019诺贝尔经济学奖得主作品】 贫穷的本质（修订版）：我们为什...,188574,99.90%,中信出版社,（印度）阿比吉特.班纳吉(Abhijit V.Banerjee)、（法）埃斯特.迪弗洛(Esther Duflo),2018/9/1,¥36.00,http://product.dangdang.com/25327237.html,"['所属分类：', '图书', '>', '经济', '>', '经济通俗读物']"
370,哈利·波特（套装1-7册） (平装)《语文》教材推荐阅读书目，外国...,399075,99.70%,人民文学出版社,（英）J.K.罗琳 著； 苏农，马爱农，马爱新 译,2018/11/1,¥329.00,http://product.dangdang.com/25583206.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '幻想小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '经典必读']"
371,鸭子骑车记,278247,99.90%,新星出版社,大卫·香农， 爱心树童书  出品,2017/4/1,¥27.40,http://product.dangdang.com/24242871.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '爱与分享']"
372,古文观止（上下册，原文+导读+注释+翻译，特别适合青少年）,263824,99.90%,浙江教育出版社,[清]吴楚材，吴调侯 编  钱素洲 译,2016/9/1,¥41.60,http://product.dangdang.com/24021172.html,"['所属分类：', '图书', '>', '古籍', '>', '集部', '>', '别集类', '图书', '>', '文化', '>', '传统文化', '>', '其他']"
373,社会心理学（第11版）,245675,99.80%,人民邮电出版社,戴维·迈尔斯著，新曲线 出品，侯玉波，乐国安，张智勇 等译,2016/1/1,¥82.00,http://product.dangdang.com/23840740.html,"['所属分类：', '图书', '>', '心理学', '>', '社会心理学']"
374,三毛流浪记（彩图注音读物）,576861,99.90%,少年儿童出版社,张乐平   著,2017/6/1,¥38.00,http://product.dangdang.com/25106955.html,"['所属分类：', '图书', '>', '童书', '>', '动漫/卡通', '>', '漫画', '图书', '>', '童书', '>', '7-10岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '拼音读物']"
375,好好说话：非暴力沟通幼儿版 [3-6岁],6491,100%,太白文艺出版社,[西]克里斯蒂娜·特巴尔 著 [西]马尔·费雷罗 绘 何倩 译 人天兀鲁思 出品,2020/11/1,¥48.00,http://product.dangdang.com/29159683.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '情商培养']"
376,文化苦旅（余秋雨定稿版 ，作者直接授权，逐字修订！ ）,23281,100%,北京联合出版有限公司,余秋雨,2020/5/1,¥52.00,http://product.dangdang.com/28541326.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
377,勇敢小火车——一个关于勇气的故事！,53512,100%,河北教育出版社,赖马,2020/2/1,¥45.80,http://product.dangdang.com/28511261.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '品格培养']"
378,红帽子艾米莉（全30册）,59930,99.90%,电子工业出版社,邢培健；（法）多米蒂耶·德·普雷桑塞,2021/12/30,¥220.50,http://product.dangdang.com/29332180.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '平装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']        "
379,东野圭吾：我的老师是侦探,100429,100%,南海出版公司,（日）东野圭吾， 爱心树童书 出品,2019/8/1,¥23.30,http://product.dangdang.com/27914493.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '侦探/冒险小说', '图书', '>', '童书', '>', '11-14岁', '>', '文学', '图书', '>', '童书', '>', '想像力/创造力']"
380,作家榜经典：老人与海（全新未删节插图精装版！海明威作品！人可...,285725,100%,浙江文艺出版社,[美] 海明威 著，作家榜经典 出品，鲁羊（诗人作家） 译，大星文化，Slava Shults 绘，,2017/2/20,¥39.80,http://product.dangdang.com/24183943.html,"['所属分类：', '图书', '>', '小说', '>', '世界名著', '>', '美洲']"
381,易经的奥秘：完整版,64300,100%,北京时代华文书局,曾仕强,2017/7/10,¥37.70,http://product.dangdang.com/25113156.html,"['所属分类：', '图书', '>', '哲学/宗教', '>', '哲学', '>', '周易', '图书', '>', '文化', '>', '传统文化', '>', '其他']"
382,非自然死亡：我的法医笔记（法医秦明冠名推荐，15年法医生涯，19...,85254,100%,台海出版社,刘晓辉 著，真故图书 出品,2020/11/30,¥49.40,http://product.dangdang.com/29177689.html,"['所属分类：', '图书', '>', '小说', '>', '侦探/悬疑/推理小说']"
383,德鲁克 卓有成效的管理者,335303,99.80%,机械工业出版社,[美]彼得.德鲁克（Peter F. Drucker）,2019/4/20,¥41.40,http://product.dangdang.com/27848019.html,"['所属分类：', '图书', '>', '管理', '>', '一般管理学', '>', '管理学']"
384,梁实秋：人间食话（老树画画全彩插画，梁实秋谈吃散文名篇精装收...,65541,100%,天津人民出版社,梁实秋 著，文通天下 出品,2019/4/1,¥39.20,http://product.dangdang.com/27866079.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
385,一句顶一万句（典藏版，《朗读者》第五期，刘震云与观众一起分享...,185952,99.60%,长江文艺出版社,刘震云,2016/8/30,¥42.10,http://product.dangdang.com/23926283.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说', '图书', '>', '小说', '>', '中国当代小说']"
386,菲菲生气了  ——美国凯迪克大奖绘本     夏洛特·佐罗托夫金奖绘...,216737,99.10%,河北教育出版社,文./图：〔美〕莫莉·卞　著,2020/2/18,¥39.80,http://product.dangdang.com/28495583.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '情绪管理']"
387,怪杰佐罗力套装4册（第一辑）1-4,46256,99.90%,新世纪出版社,[日]原裕 文/图，厉河 译，蒲蒲兰 校译,2019/11/1,¥112.00,http://product.dangdang.com/27943204.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '侦探/冒险小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '开学必备']"
388,罗尔德·达尔作品典藏（13本套装）,249099,99.90%,明天出版社,罗尔德·达尔 著,2017/5/16,¥278.00,http://product.dangdang.com/25353292.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '幻想小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '想像力/创造力']"
389,罗生门（芥川龙之介小说集。《人间失格》作者太宰治是芥川的头号...,447929,100%,时代文艺出版社,［日］芥川龙之介 著，高慧勤 译,2017/12/1,¥23.30,http://product.dangdang.com/25190564.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说']"
390,拉塞-玛娅侦探所 第一辑(全10册）,62080,99.80%,湖南文艺出版社,马丁·维德马克/著；海伦娜·威利斯/绘；小博集出品；,2021/2/1,¥178.00,http://product.dangdang.com/29191100.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '侦探/冒险小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '开学必备']"
391,臣服实验,26585,100%,南京大学出版社,（美）迈克·A. 辛格(Michael A. Singer) 著 易灵运 译,2019/1/1,¥22.50,http://product.dangdang.com/26437014.html,"['所属分类：', '图书', '>', '成功/励志', '>', '励志经典著作', '>', '经典励志/作品集']"
392,向上生长（九边作品。让选择变得精准，让机遇不再错失。 悉数解决...,138081,100%,贵州人民出版社,九边 著；书田文化出品，有容书邦发行,2020/5/6,¥44.10,http://product.dangdang.com/28544504.html,"['所属分类：', '图书', '>', '成功/励志', '>', '成功/激励', '>', '激励']"
393,没头脑和不高兴（注音版）（简单的故事，不简单的道理）,168156,100%,南方出版社,任溶溶原著 上海美术电影制片厂摄制,2017/10/1,¥20.00,http://product.dangdang.com/25060392.html,"['所属分类：', '图书', '>', '童书', '>', '动漫/卡通', '>', '卡通', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '经典必读']"
394,杨绛传：简朴的生活，高贵的灵魂（杨绛先生诞辰110周年纪念版）,29267,100%,民主与建设出版社,梅子 著 知书达礼 出品,2020/6/1,¥47.30,http://product.dangdang.com/28555728.html,"['所属分类：', '图书', '>', '传记', '>', '女性人物']"
395,人类群星闪耀时（14个改变人类命运的天才，14个影响人类文明的瞬...,127677,100%,江苏凤凰文艺出版社,(奥地利)茨威格 著；读客文化 出品,2019/4/1,¥65.60,http://product.dangdang.com/26919639.html,"['所属分类：', '图书', '>', '传记', '>', '人物合集', '图书', '>', '中小学用书', '>', '中小学阅读', '>', '语文阅读']"
396,刀锋（“故事高手”毛姆晚年重要作品，兰登书屋典藏本全文翻译）,13236,99.90%,江西人民出版社,毛姆  ，译者  韦清琦,2017/9/1,¥36.00,http://product.dangdang.com/25157991.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说', '图书', '>', '小说', '>', '外国小说', '>', '其他国家']"
397,麦克米伦精选图画书 100层的巴士 精装新版 （内含超长拉页） [3-...,169357,100%,二十一世纪出版社,[英]麦克·史密斯,2014/1/1,¥41.20,http://product.dangdang.com/29234840.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']        "
398,森林旅馆+森林图书馆（套装全2册）——温暖的故事，唯美的画风，...,26263,100%,河北教育出版社,文/图：〔日〕福泽由美子,2021/5/1,¥76.00,http://product.dangdang.com/29232868.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '亲子共读']"
399,曹文轩文集-青铜葵花,119449,99.80%,天天出版社有限责任公司,曹文轩,2011/10/1,¥17.30,http://product.dangdang.com/22506352.html,"['所属分类：', '图书', '>', '童书', '>', '中国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '经典必读']"
400,白鹿原（全本54.9万字，陈忠实代表作白鹿原+信任+蚕儿+霞光灿烂的...,131090,99.80%,作家出版社,陈忠实,2019/3/28,¥24.30,http://product.dangdang.com/26913843.html,"['所属分类：', '图书', '>', '小说', '>', '中国当代小说']"
401,人生由我：比“硅谷钢铁侠”埃隆·马斯克更酷的硬核母亲。励志版...,77204,100%,中信出版社,[加]梅耶·马斯克（Maye Musk） 著，代晓 译,2020/6/1,¥38.20,http://product.dangdang.com/28970991.html,"['所属分类：', '图书', '>', '传记', '>', '女性人物']"
402,小兵张嘎 百年百部经典书系 5-6年级阅读拓展书目，红色经典抗战题...,129008,100%,长江少年儿童出版社,徐光耀,2020/4/1,¥20.00,http://product.dangdang.com/28553518.html,"['所属分类：', '图书', '>', '童书', '>', '中国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '11-14岁', '>', '文学', '图书', '>', '童书', '>', '经典必读']"
403,小英雄雨来 （读经典，悼念不朽的少年英雄，传承红色爱国思想。新...,84734,100%,辽宁少年儿童出版社,管桦；小当当童书馆出品,2019/4/1,¥23.90,http://product.dangdang.com/27869317.html,"['所属分类：', '图书', '>', '童书', '>', '中国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '经典必读']"
404,减糖生活（正确减糖，变瘦！变健康！变年轻！）,159079,100%,江西科学技术出版社,[日] 水野雅登 著 快读慢活 出品,2020/10/1,¥50.50,http://product.dangdang.com/29126447.html,"['所属分类：', '图书', '>', '保健/养生', '>', '饮食健康']"
405,神奇校车·动画版（全10册）,528358,99.80%,贵州人民出版社,"作者:乔安娜柯尔 著,布鲁斯迪根 绘 , 漆仰平 译",2011/4/5,¥64.90,http://product.dangdang.com/25243206.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '科普', '图书', '>', '童书', '>', '3-6岁', '>', '科普/百科', '图书', '>', '童书', '>', '科学认知']"
406,米小圈上学记三年级（套装共4册）,328281,100%,四川少年儿童出版社,北猫,2018/4/1,¥98.00,http://product.dangdang.com/25261324.html,"['所属分类：', '图书', '>', '童书', '>', '中国儿童文学', '>', '传统文化', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '快乐成长']"
407,米小圈上学记四年级（套装共4册）,312618,100%,四川少年儿童出版社,北猫,2018/4/1,¥98.00,http://product.dangdang.com/25261326.html,"['所属分类：', '图书', '>', '童书', '>', '中国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '快乐成长']"
408,大卫，快长大吧！——（新书！大卫不可以系列全新作品，大卫系列...,88650,100%,北京联合出版有限公司,文/图：〔美〕大卫?香农,2018/11/28,¥39.80,http://product.dangdang.com/26511662.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '爱与分享']"
409,不吼不叫：如何平静地让孩子与父母合作,411349,99.90%,上海社会科学院出版社,"[美]罗娜·雷纳 著,钟煜 译 青豆书坊 出品",2016/3/1,¥18.00,http://product.dangdang.com/23909227.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '家教方法']"
410,张爱玲全集01：倾城之恋（23岁张爱玲成名代表作！收录《倾城之恋...,394891,99.80%,北京十月文艺出版社,张爱玲 著  ，新经典  出品,2019/1/1,¥29.20,http://product.dangdang.com/26516204.html,"['所属分类：', '图书', '>', '小说', '>', '情感小说', '>', '言情']"
411,汪曾祺散文集：万事有心，人间有味（麦家、冯唐、贾平凹等都推崇...,117702,100%,中国友谊出版公司,汪曾祺 著 时代华语 出品,2019/4/1,¥41.10,http://product.dangdang.com/27856029.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
412,我本芬芳（世界看不见我，但我看见我！从80岁开始的女性主义）,3701,99.90%,北京联合出版有限公司,杨本芬,2022/2/1,¥39.00,http://product.dangdang.com/29367151.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
413,四季时光（中英双语，含春夏秋冬月夜5册，国际安徒生大奖得主苏珊...,27311,99.90%,北京联合出版有限公司,[德]罗特劳特 · 苏珊娜 · 贝尔纳(Rotraut Susanne Berner) ，译者：梅竹    浪花朵朵,2020/6/1,¥256.00,http://product.dangdang.com/29124832.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '少儿英语', '图书', '>', '童书', '>', '双语/英语绘本']"
414,米小圈漫画成语（第一辑）（套装共5册）,490441,100%,四川少年儿童出版社,北猫,2020/1/1,¥98.00,http://product.dangdang.com/28519113.html,"['所属分类：', '图书', '>', '童书', '>', '动漫/卡通', '>', '漫画', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '成语故事']"
415,原声触摸发声书：听，什么声音（套装全6册）,258568,99.90%,开明出版社,"YOYO出版社 著绘,步步联盟 译",2020/1/1,¥323.40,http://product.dangdang.com/25214219.html,"['所属分类：', '图书', '>', '童书', '>', '玩具书', '>', '发声/多媒体/乐器书', '图书', '>', '童书', '>', '0-2岁', '>', '认知', '图书', '>', '童书', '>', '双语/英语绘本']"
416,中国儿童军事百科全书,10904,99.90%,中国大百科全书出版社,《中国儿童军事百科全书》编委会 编著,2021/6/1,¥194.00,http://product.dangdang.com/29279592.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '科普', '图书', '>', '童书', '>', '7-10岁', '>', '科普/百科']"
417,影响力（全新升级版）2021新版 “影响力教父”罗伯特·西奥迪尼新...,312065,100%,北京联合出版有限公司,罗伯特·西奥迪尼 著 闾佳 译 湛庐文化 出品,2021/11/6,¥74.90,http://product.dangdang.com/29321629.html,"['所属分类：', '图书', '>', '管理', '>', '市场/营销', '>', '市场营销']"
418,一看就会的思维导图启蒙绘本（歪歪兔童书馆出品）,240429,100%,海豚出版社,歪歪兔关键期早教 项目组编绘,2019/4/30,¥128.00,http://product.dangdang.com/27854383.html,"['所属分类：', '图书', '>', '童书', '>', '幼儿启蒙', '>', '幼儿园教材及入学准备', '图书', '>', '童书', '>', '3-6岁', '>', '入学准备', '图书', '>', '童书', '>', '想像力/创造力']"
419,跟动物交换身体（火爆日本的脑洞神作，科普版“进击的巨人”！）,12237,100%,湖南文艺出版社,"川崎悟司 著,博集天卷 出品",2021/9/30,¥49.80,http://product.dangdang.com/29304210.html,"['所属分类：', '图书', '>', '科普读物', '>', '生物世界', '>', '动物']"
420,自卑与超越（也译作《超越自卑》。个体心理学创始人阿德勒代表作...,130693,100%,民主与建设出版社,[奥]阿尔弗雷德·阿德勒 著，马晓佳 译,2017/11/1,¥25.50,http://product.dangdang.com/25183407.html,"['所属分类：', '图书', '>', '心理学', '>', '心理学经典著作']"
421,鼠疫（诺贝尔文学奖得主加缪代表作）,12759,100%,民主与建设出版社,（法）阿尔贝·加缪著，田伟华译，知书达礼 出品,2020/8/1,¥47.30,http://product.dangdang.com/29129771.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '法国']"
422,养育女孩（新版）,489775,99.90%,中信出版社,[澳]史蒂夫·比达尔夫,2020/3/23,¥39.00,http://product.dangdang.com/28520581.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '培育女孩']"
423,男孩百科--优秀男孩的自控妙方,13168,100%,化学工业出版社,彭凡  编著,2017/1/1,¥16.70,http://product.dangdang.com/24059878.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '培育男孩']"
424,0-4岁幼儿认知小百科（全3册),509487,99.80%,长江少年儿童出版社,[日]吉田纯子 绘；徐超 译；心喜阅童书 出品,2014/2/1,¥117.00,http://product.dangdang.com/23417701.html,"['所属分类：', '图书', '>', '童书', '>', '婴儿读物', '>', '认知书', '图书', '>', '童书', '>', '0-2岁', '>', '认知', '图书', '>', '童书', '>', '双语/英语绘本']"
425,怪诞行为学：可预测的非理性,56573,100%,中信出版社,【美】丹·艾瑞里（Dan Ariely）,2017/12/1,¥32.30,http://product.dangdang.com/25198506.html,"['所属分类：', '图书', '>', '经济', '>', '中国经济', '>', '中国经济概况']"
426,逻辑学入门：清晰思考、理性生活的88个逻辑学常识,57130,100%,中国纺织出版社,格桑,2020/9/1,¥41.90,http://product.dangdang.com/29125207.html,"['所属分类：', '图书', '>', '成功/励志', '>', '智商/智谋', '>', '智商/思维训练']"
427,当我谈跑步时，我谈些什么（2015典藏版）,210031,99.80%,南海出版公司,〔日〕村上春树 著  著，施小炜 译，新经典 出品,2015/10/1,¥36.00,http://product.dangdang.com/23774097.html,"['所属分类：', '图书', '>', '文学', '>', '外国随笔']"
428,半小时漫画三国演义（哈哈哈哈一顿大笑，三国故事全知道！桃园结...,30608,100%,河南文艺出版社,陈磊·半小时漫画团队；读客文化 出品,2021/10/15,¥52.20,http://product.dangdang.com/29313358.html,"['所属分类：', '图书', '>', '动漫/幽默', '>', '大陆漫画', '>', '历史/传统文化']"
429,克拉拉与太阳（比尔·盖茨2021年度书单，诺贝尔文学奖得主石黑一...,55318,99.90%,上海译文出版社,【英】石黑一雄 著 宋佥 译,2021/4/1,¥66.60,http://product.dangdang.com/29197120.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '英国']"
430,哈利·波特与魔法石 (平装)（《语文》教材推荐阅读书目，外国儿童...,347415,99.90%,人民文学出版社,（英）J.K.罗琳,2018/11/1,¥32.30,http://product.dangdang.com/25479421.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '幻想小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '经典必读']"
431,第一次上街买东西,98026,98.20%,新星出版社,（日）筒井赖子 著 ，（日）林明子 绘，爱心书童书 出品,2020/6/1,¥26.50,http://product.dangdang.com/28984061.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']"
432,时间简史（插图本）（央视《朗读者》推荐）,679296,99.60%,湖南科技出版社,史蒂芬·霍金,2014/6/1,¥26.50,http://product.dangdang.com/463785.html,"['所属分类：', '图书', '>', '科普读物', '>', '宇宙知识']"
433,抱住棒棒的自己（武志红强烈推荐。“过去的我已经做得很棒了，剩...,20681,100%,浙江文艺出版社,徐慢慢心理话  著绘，果麦文化 出品,2021/11/1,¥59.80,http://product.dangdang.com/29323070.html,"['所属分类：', '图书', '>', '心理学', '>', '心灵疗愈']"
434,俗世奇人（全二册）俗世奇人系列作品36篇入选中小学生阅读指导目...,296475,99.80%,作家出版社,冯骥才,2016/2/29,¥40.00,http://product.dangdang.com/23929894.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说']"
435,成年人的世界没有容易二字（专治“怕、不甘心、难”，助你早日丧...,13552,100%,江苏凤凰文艺出版社,老杨的猫头鹰，果麦文化 出品,2021/12/1,¥45.00,http://product.dangdang.com/29335604.html,"['所属分类：', '图书', '>', '成功/励志', '>', '心灵与修养', '>', '心灵/感悟']"
436,梁实秋：可能这就是人生吧（十点读书推荐，文学泰斗梁实秋趣味散...,76278,100%,中国友谊出版公司,梁实秋 著  时代华语 出品,2020/8/1,¥41.10,http://product.dangdang.com/28996254.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
437,漫画讲透孙子兵法(全4册)（130个知识点讲透5000字原文，130场战斗...,50811,100%,江苏凤凰文艺出版社,华杉 著；读客文化 出品,2020/4/16,¥147.20,http://product.dangdang.com/28536984.html,"['所属分类：', '图书', '>', '童书', '>', '动漫/卡通', '>', '漫画', '图书', '>', '童书', '>', '11-14岁', '>', '动漫/图画书', '图书', '>', '童书', '>', '少儿国学']"
438,出发，刷牙小火车,90237,100%,北京科学技术出版社,〔日〕久保真知子◎著; 凌文桦◎译  100层童书馆 出品,2017/5/1,¥35.00,http://product.dangdang.com/25083654.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '习惯养成']"
439,儒林外史(56回全本，内容考证、文字句读全新修订版),313783,99.70%,花山文艺出版社,吴敬梓,2015/7/1,¥20.00,http://product.dangdang.com/23733160.html,"['所属分类：', '图书', '>', '小说', '>', '中国古典小说']"
